julian,year,month,day,id,z,proc,lat,lon,date
728121,1993,7,11,3811,90,Tmax,35.599998,-88.916664,1993-07-11
728122,1993,7,12,3811,96,Tmax,35.599998,-88.916664,1993-07-12
728123,1993,7,13,3811,92,Tmax,35.599998,-88.916664,1993-07-13
728124,1993,7,14,3811,94,Tmax,35.599998,-88.916664,1993-07-14
728125,1993,7,15,3811,93,Tmax,35.599998,-88.916664,1993-07-15
728126,1993,7,16,3811,94,Tmax,35.599998,-88.916664,1993-07-16
728127,1993,7,17,3811,95,Tmax,35.599998,-88.916664,1993-07-17
728128,1993,7,18,3811,96,Tmax,35.599998,-88.916664,1993-07-18
728129,1993,7,19,3811,97,Tmax,35.599998,-88.916664,1993-07-19
728130,1993,7,20,3811,94,Tmax,35.599998,-88.916664,1993-07-20
728131,1993,7,21,3811,96,Tmax,35.599998,-88.916664,1993-07-21
728132,1993,7,22,3811,97,Tmax,35.599998,-88.916664,1993-07-22
728133,1993,7,23,3811,95,Tmax,35.599998,-88.916664,1993-07-23
728134,1993,7,24,3811,96,Tmax,35.599998,-88.916664,1993-07-24
728135,1993,7,25,3811,97,Tmax,35.599998,-88.916664,1993-07-25
728136,1993,7,26,3811,98,Tmax,35.599998,-88.916664,1993-07-26
728137,1993,7,27,3811,98,Tmax,35.599998,-88.916664,1993-07-27
728138,1993,7,28,3811,97,Tmax,35.599998,-88.916664,1993-07-28
728139,1993,7,29,3811,96,Tmax,35.599998,-88.916664,1993-07-29
728140,1993,7,30,3811,94,Tmax,35.599998,-88.916664,1993-07-30
728141,1993,7,31,3811,93,Tmax,35.599998,-88.916664,1993-07-31
728111,1993,7,1,3812,90,Tmax,35.433334,-82.48333000000001,1993-07-01
728112,1993,7,2,3812,89,Tmax,35.433334,-82.48333000000001,1993-07-02
728113,1993,7,3,3812,91,Tmax,35.433334,-82.48333000000001,1993-07-03
728114,1993,7,4,3812,92,Tmax,35.433334,-82.48333000000001,1993-07-04
728115,1993,7,5,3812,92,Tmax,35.433334,-82.48333000000001,1993-07-05
728116,1993,7,6,3812,93,Tmax,35.433334,-82.48333000000001,1993-07-06
728117,1993,7,7,3812,95,Tmax,35.433334,-82.48333000000001,1993-07-07
728118,1993,7,8,3812,95,Tmax,35.433334,-82.48333000000001,1993-07-08
728119,1993,7,9,3812,92,Tmax,35.433334,-82.48333000000001,1993-07-09
728120,1993,7,10,3812,92,Tmax,35.433334,-82.48333000000001,1993-07-10
728121,1993,7,11,3812,92,Tmax,35.433334,-82.48333000000001,1993-07-11
728122,1993,7,12,3812,91,Tmax,35.433334,-82.48333000000001,1993-07-12
728123,1993,7,13,3812,89,Tmax,35.433334,-82.48333000000001,1993-07-13
728124,1993,7,14,3812,88,Tmax,35.433334,-82.48333000000001,1993-07-14
728125,1993,7,15,3812,86,Tmax,35.433334,-82.48333000000001,1993-07-15
728126,1993,7,16,3812,87,Tmax,35.433334,-82.48333000000001,1993-07-16
728127,1993,7,17,3812,89,Tmax,35.433334,-82.48333000000001,1993-07-17
728128,1993,7,18,3812,93,Tmax,35.433334,-82.48333000000001,1993-07-18
728129,1993,7,19,3812,90,Tmax,35.433334,-82.48333000000001,1993-07-19
728130,1993,7,20,3812,88,Tmax,35.433334,-82.48333000000001,1993-07-20
728131,1993,7,21,3812,93,Tmax,35.433334,-82.48333000000001,1993-07-21
728132,1993,7,22,3812,93,Tmax,35.433334,-82.48333000000001,1993-07-22
728133,1993,7,23,3812,88,Tmax,35.433334,-82.48333000000001,1993-07-23
728134,1993,7,24,3812,85,Tmax,35.433334,-82.48333000000001,1993-07-24
728135,1993,7,25,3812,91,Tmax,35.433334,-82.48333000000001,1993-07-25
728136,1993,7,26,3812,91,Tmax,35.433334,-82.48333000000001,1993-07-26
728137,1993,7,27,3812,92,Tmax,35.433334,-82.48333000000001,1993-07-27
728138,1993,7,28,3812,94,Tmax,35.433334,-82.48333000000001,1993-07-28
728139,1993,7,29,3812,95,Tmax,35.433334,-82.48333000000001,1993-07-29
728140,1993,7,30,3812,83,Tmax,35.433334,-82.48333000000001,1993-07-30
728141,1993,7,31,3812,85,Tmax,35.433334,-82.48333000000001,1993-07-31
728111,1993,7,1,3813,95,Tmax,32.700001,-83.650002,1993-07-01
728112,1993,7,2,3813,97,Tmax,32.700001,-83.650002,1993-07-02
728113,1993,7,3,3813,97,Tmax,32.700001,-83.650002,1993-07-03
728114,1993,7,4,3813,96,Tmax,32.700001,-83.650002,1993-07-04
728115,1993,7,5,3813,95,Tmax,32.700001,-83.650002,1993-07-05
728116,1993,7,6,3813,96,Tmax,32.700001,-83.650002,1993-07-06
728117,1993,7,7,3813,100,Tmax,32.700001,-83.650002,1993-07-07
728118,1993,7,8,3813,95,Tmax,32.700001,-83.650002,1993-07-08
728119,1993,7,9,3813,96,Tmax,32.700001,-83.650002,1993-07-09
728120,1993,7,10,3813,97,Tmax,32.700001,-83.650002,1993-07-10
728121,1993,7,11,3813,97,Tmax,32.700001,-83.650002,1993-07-11
728122,1993,7,12,3813,94,Tmax,32.700001,-83.650002,1993-07-12
728123,1993,7,13,3813,94,Tmax,32.700001,-83.650002,1993-07-13
728124,1993,7,14,3813,96,Tmax,32.700001,-83.650002,1993-07-14
728125,1993,7,15,3813,97,Tmax,32.700001,-83.650002,1993-07-15
728126,1993,7,16,3813,100,Tmax,32.700001,-83.650002,1993-07-16
728127,1993,7,17,3813,100,Tmax,32.700001,-83.650002,1993-07-17
728128,1993,7,18,3813,101,Tmax,32.700001,-83.650002,1993-07-18
728129,1993,7,19,3813,102,Tmax,32.700001,-83.650002,1993-07-19
728130,1993,7,20,3813,102,Tmax,32.700001,-83.650002,1993-07-20
728131,1993,7,21,3813,100,Tmax,32.700001,-83.650002,1993-07-21
728132,1993,7,22,3813,99,Tmax,32.700001,-83.650002,1993-07-22
728133,1993,7,23,3813,97,Tmax,32.700001,-83.650002,1993-07-23
728134,1993,7,24,3813,98,Tmax,32.700001,-83.650002,1993-07-24
728135,1993,7,25,3813,98,Tmax,32.700001,-83.650002,1993-07-25
728136,1993,7,26,3813,100,Tmax,32.700001,-83.650002,1993-07-26
728137,1993,7,27,3813,100,Tmax,32.700001,-83.650002,1993-07-27
728138,1993,7,28,3813,101,Tmax,32.700001,-83.650002,1993-07-28
728139,1993,7,29,3813,102,Tmax,32.700001,-83.650002,1993-07-29
728140,1993,7,30,3813,98,Tmax,32.700001,-83.650002,1993-07-30
728141,1993,7,31,3813,96,Tmax,32.700001,-83.650002,1993-07-31
728111,1993,7,1,3816,93,Tmax,37.066666,-88.76666999999999,1993-07-01
728112,1993,7,2,3816,92,Tmax,37.066666,-88.76666999999999,1993-07-02
728113,1993,7,3,3816,95,Tmax,37.066666,-88.76666999999999,1993-07-03
728114,1993,7,4,3816,95,Tmax,37.066666,-88.76666999999999,1993-07-04
728115,1993,7,5,3816,92,Tmax,37.066666,-88.76666999999999,1993-07-05
728116,1993,7,6,3816,94,Tmax,37.066666,-88.76666999999999,1993-07-06
728117,1993,7,7,3816,94,Tmax,37.066666,-88.76666999999999,1993-07-07
728118,1993,7,8,3816,96,Tmax,37.066666,-88.76666999999999,1993-07-08
728119,1993,7,9,3816,95,Tmax,37.066666,-88.76666999999999,1993-07-09
728120,1993,7,10,3816,98,Tmax,37.066666,-88.76666999999999,1993-07-10
728121,1993,7,11,3816,94,Tmax,37.066666,-88.76666999999999,1993-07-11
728122,1993,7,12,3816,95,Tmax,37.066666,-88.76666999999999,1993-07-12
728123,1993,7,13,3816,94,Tmax,37.066666,-88.76666999999999,1993-07-13
728124,1993,7,14,3816,93,Tmax,37.066666,-88.76666999999999,1993-07-14
728125,1993,7,15,3816,94,Tmax,37.066666,-88.76666999999999,1993-07-15
728126,1993,7,16,3816,97,Tmax,37.066666,-88.76666999999999,1993-07-16
728127,1993,7,17,3816,98,Tmax,37.066666,-88.76666999999999,1993-07-17
728128,1993,7,18,3816,98,Tmax,37.066666,-88.76666999999999,1993-07-18
728129,1993,7,19,3816,95,Tmax,37.066666,-88.76666999999999,1993-07-19
728130,1993,7,20,3816,97,Tmax,37.066666,-88.76666999999999,1993-07-20
728131,1993,7,21,3816,96,Tmax,37.066666,-88.76666999999999,1993-07-21
728132,1993,7,22,3816,90,Tmax,37.066666,-88.76666999999999,1993-07-22
728133,1993,7,23,3816,94,Tmax,37.066666,-88.76666999999999,1993-07-23
728134,1993,7,24,3816,97,Tmax,37.066666,-88.76666999999999,1993-07-24
728135,1993,7,25,3816,97,Tmax,37.066666,-88.76666999999999,1993-07-25
728136,1993,7,26,3816,100,Tmax,37.066666,-88.76666999999999,1993-07-26
728137,1993,7,27,3816,101,Tmax,37.066666,-88.76666999999999,1993-07-27
728138,1993,7,28,3816,99,Tmax,37.066666,-88.76666999999999,1993-07-28
728139,1993,7,29,3816,91,Tmax,37.066666,-88.76666999999999,1993-07-29
728140,1993,7,30,3816,91,Tmax,37.066666,-88.76666999999999,1993-07-30
728141,1993,7,31,3816,95,Tmax,37.066666,-88.76666999999999,1993-07-31
728111,1993,7,1,3820,96,Tmax,33.366665000000005,-81.966667,1993-07-01
728112,1993,7,2,3820,96,Tmax,33.366665000000005,-81.966667,1993-07-02
728113,1993,7,3,3820,102,Tmax,33.366665000000005,-81.966667,1993-07-03
728114,1993,7,4,3820,102,Tmax,33.366665000000005,-81.966667,1993-07-04
728115,1993,7,5,3820,101,Tmax,33.366665000000005,-81.966667,1993-07-05
728116,1993,7,6,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-06
728117,1993,7,7,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-07
728118,1993,7,8,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-08
728119,1993,7,9,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-09
728120,1993,7,10,3820,102,Tmax,33.366665000000005,-81.966667,1993-07-10
728121,1993,7,11,3820,103,Tmax,33.366665000000005,-81.966667,1993-07-11
728122,1993,7,12,3820,98,Tmax,33.366665000000005,-81.966667,1993-07-12
728123,1993,7,13,3820,98,Tmax,33.366665000000005,-81.966667,1993-07-13
728124,1993,7,14,3820,98,Tmax,33.366665000000005,-81.966667,1993-07-14
728125,1993,7,15,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-15
728126,1993,7,16,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-16
728127,1993,7,17,3820,102,Tmax,33.366665000000005,-81.966667,1993-07-17
728128,1993,7,18,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-18
728129,1993,7,19,3820,104,Tmax,33.366665000000005,-81.966667,1993-07-19
728130,1993,7,20,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-20
728131,1993,7,21,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-21
728132,1993,7,22,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-22
728133,1993,7,23,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-23
728134,1993,7,24,3820,98,Tmax,33.366665000000005,-81.966667,1993-07-24
728135,1993,7,25,3820,101,Tmax,33.366665000000005,-81.966667,1993-07-25
728136,1993,7,26,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-26
728137,1993,7,27,3820,99,Tmax,33.366665000000005,-81.966667,1993-07-27
728138,1993,7,28,3820,104,Tmax,33.366665000000005,-81.966667,1993-07-28
728139,1993,7,29,3820,104,Tmax,33.366665000000005,-81.966667,1993-07-29
728140,1993,7,30,3820,100,Tmax,33.366665000000005,-81.966667,1993-07-30
728141,1993,7,31,3820,97,Tmax,33.366665000000005,-81.966667,1993-07-31
728111,1993,7,1,3822,96,Tmax,32.133334999999995,-81.199997,1993-07-01
728112,1993,7,2,3822,93,Tmax,32.133334999999995,-81.199997,1993-07-02
728113,1993,7,3,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-03
728114,1993,7,4,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-04
728115,1993,7,5,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-05
728116,1993,7,6,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-06
728117,1993,7,7,3822,95,Tmax,32.133334999999995,-81.199997,1993-07-07
728118,1993,7,8,3822,96,Tmax,32.133334999999995,-81.199997,1993-07-08
728119,1993,7,9,3822,99,Tmax,32.133334999999995,-81.199997,1993-07-09
728120,1993,7,10,3822,100,Tmax,32.133334999999995,-81.199997,1993-07-10
728121,1993,7,11,3822,100,Tmax,32.133334999999995,-81.199997,1993-07-11
728122,1993,7,12,3822,100,Tmax,32.133334999999995,-81.199997,1993-07-12
728123,1993,7,13,3822,97,Tmax,32.133334999999995,-81.199997,1993-07-13
728124,1993,7,14,3822,95,Tmax,32.133334999999995,-81.199997,1993-07-14
728125,1993,7,15,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-15
728126,1993,7,16,3822,101,Tmax,32.133334999999995,-81.199997,1993-07-16
728127,1993,7,17,3822,100,Tmax,32.133334999999995,-81.199997,1993-07-17
728128,1993,7,18,3822,101,Tmax,32.133334999999995,-81.199997,1993-07-18
728129,1993,7,19,3822,93,Tmax,32.133334999999995,-81.199997,1993-07-19
728130,1993,7,20,3822,101,Tmax,32.133334999999995,-81.199997,1993-07-20
728131,1993,7,21,3822,99,Tmax,32.133334999999995,-81.199997,1993-07-21
728132,1993,7,22,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-22
728133,1993,7,23,3822,99,Tmax,32.133334999999995,-81.199997,1993-07-23
728134,1993,7,24,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-24
728135,1993,7,25,3822,97,Tmax,32.133334999999995,-81.199997,1993-07-25
728136,1993,7,26,3822,96,Tmax,32.133334999999995,-81.199997,1993-07-26
728137,1993,7,27,3822,97,Tmax,32.133334999999995,-81.199997,1993-07-27
728138,1993,7,28,3822,100,Tmax,32.133334999999995,-81.199997,1993-07-28
728139,1993,7,29,3822,103,Tmax,32.133334999999995,-81.199997,1993-07-29
728140,1993,7,30,3822,98,Tmax,32.133334999999995,-81.199997,1993-07-30
728141,1993,7,31,3822,96,Tmax,32.133334999999995,-81.199997,1993-07-31
728111,1993,7,1,3841,90,Tmax,36.033333,-84.23333000000001,1993-07-01
728112,1993,7,2,3841,92,Tmax,36.033333,-84.23333000000001,1993-07-02
728113,1993,7,3,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-03
728114,1993,7,4,3841,96,Tmax,36.033333,-84.23333000000001,1993-07-04
728115,1993,7,5,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-05
728116,1993,7,6,3841,95,Tmax,36.033333,-84.23333000000001,1993-07-06
728117,1993,7,7,3841,97,Tmax,36.033333,-84.23333000000001,1993-07-07
728118,1993,7,8,3841,99,Tmax,36.033333,-84.23333000000001,1993-07-08
728119,1993,7,9,3841,98,Tmax,36.033333,-84.23333000000001,1993-07-09
728120,1993,7,10,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-10
728121,1993,7,11,3841,96,Tmax,36.033333,-84.23333000000001,1993-07-11
728122,1993,7,12,3841,92,Tmax,36.033333,-84.23333000000001,1993-07-12
728123,1993,7,13,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-13
728124,1993,7,14,3841,89,Tmax,36.033333,-84.23333000000001,1993-07-14
728125,1993,7,15,3841,89,Tmax,36.033333,-84.23333000000001,1993-07-15
728126,1993,7,16,3841,92,Tmax,36.033333,-84.23333000000001,1993-07-16
728127,1993,7,17,3841,90,Tmax,36.033333,-84.23333000000001,1993-07-17
728128,1993,7,18,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-18
728129,1993,7,19,3841,95,Tmax,36.033333,-84.23333000000001,1993-07-19
728130,1993,7,20,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-20
728131,1993,7,21,3841,96,Tmax,36.033333,-84.23333000000001,1993-07-21
728132,1993,7,22,3841,96,Tmax,36.033333,-84.23333000000001,1993-07-22
728133,1993,7,23,3841,97,Tmax,36.033333,-84.23333000000001,1993-07-23
728134,1993,7,24,3841,98,Tmax,36.033333,-84.23333000000001,1993-07-24
728135,1993,7,25,3841,97,Tmax,36.033333,-84.23333000000001,1993-07-25
728136,1993,7,26,3841,100,Tmax,36.033333,-84.23333000000001,1993-07-26
728137,1993,7,27,3841,100,Tmax,36.033333,-84.23333000000001,1993-07-27
728138,1993,7,28,3841,98,Tmax,36.033333,-84.23333000000001,1993-07-28
728139,1993,7,29,3841,96,Tmax,36.033333,-84.23333000000001,1993-07-29
728140,1993,7,30,3841,92,Tmax,36.033333,-84.23333000000001,1993-07-30
728141,1993,7,31,3841,94,Tmax,36.033333,-84.23333000000001,1993-07-31
728111,1993,7,1,3847,88,Tmax,35.950001,-85.083336,1993-07-01
728112,1993,7,2,3847,89,Tmax,35.950001,-85.083336,1993-07-02
728113,1993,7,3,3847,90,Tmax,35.950001,-85.083336,1993-07-03
728114,1993,7,4,3847,92,Tmax,35.950001,-85.083336,1993-07-04
728115,1993,7,5,3847,89,Tmax,35.950001,-85.083336,1993-07-05
728116,1993,7,6,3847,93,Tmax,35.950001,-85.083336,1993-07-06
728117,1993,7,7,3847,94,Tmax,35.950001,-85.083336,1993-07-07
728118,1993,7,8,3847,97,Tmax,35.950001,-85.083336,1993-07-08
728119,1993,7,9,3847,91,Tmax,35.950001,-85.083336,1993-07-09
728120,1993,7,10,3847,90,Tmax,35.950001,-85.083336,1993-07-10
728121,1993,7,11,3847,91,Tmax,35.950001,-85.083336,1993-07-11
728122,1993,7,12,3847,87,Tmax,35.950001,-85.083336,1993-07-12
728123,1993,7,13,3847,87,Tmax,35.950001,-85.083336,1993-07-13
728124,1993,7,14,3847,86,Tmax,35.950001,-85.083336,1993-07-14
728125,1993,7,15,3847,88,Tmax,35.950001,-85.083336,1993-07-15
728126,1993,7,16,3847,91,Tmax,35.950001,-85.083336,1993-07-16
728127,1993,7,17,3847,91,Tmax,35.950001,-85.083336,1993-07-17
728128,1993,7,18,3847,93,Tmax,35.950001,-85.083336,1993-07-18
728129,1993,7,19,3847,93,Tmax,35.950001,-85.083336,1993-07-19
728130,1993,7,20,3847,93,Tmax,35.950001,-85.083336,1993-07-20
728131,1993,7,21,3847,96,Tmax,35.950001,-85.083336,1993-07-21
728132,1993,7,22,3847,94,Tmax,35.950001,-85.083336,1993-07-22
728133,1993,7,23,3847,92,Tmax,35.950001,-85.083336,1993-07-23
728134,1993,7,24,3847,96,Tmax,35.950001,-85.083336,1993-07-24
728135,1993,7,25,3847,95,Tmax,35.950001,-85.083336,1993-07-25
728136,1993,7,26,3847,97,Tmax,35.950001,-85.083336,1993-07-26
728137,1993,7,27,3847,99,Tmax,35.950001,-85.083336,1993-07-27
728138,1993,7,28,3847,99,Tmax,35.950001,-85.083336,1993-07-28
728139,1993,7,29,3847,92,Tmax,35.950001,-85.083336,1993-07-29
728140,1993,7,30,3847,86,Tmax,35.950001,-85.083336,1993-07-30
728141,1993,7,31,3847,90,Tmax,35.950001,-85.083336,1993-07-31
728111,1993,7,1,3856,91,Tmax,34.700001,-86.583336,1993-07-01
728112,1993,7,2,3856,92,Tmax,34.700001,-86.583336,1993-07-02
728113,1993,7,3,3856,94,Tmax,34.700001,-86.583336,1993-07-03
728114,1993,7,4,3856,96,Tmax,34.700001,-86.583336,1993-07-04
728115,1993,7,5,3856,93,Tmax,34.700001,-86.583336,1993-07-05
728116,1993,7,6,3856,95,Tmax,34.700001,-86.583336,1993-07-06
728117,1993,7,7,3856,97,Tmax,34.700001,-86.583336,1993-07-07
728118,1993,7,8,3856,98,Tmax,34.700001,-86.583336,1993-07-08
728119,1993,7,9,3856,92,Tmax,34.700001,-86.583336,1993-07-09
728120,1993,7,10,3856,94,Tmax,34.700001,-86.583336,1993-07-10
728121,1993,7,11,3856,90,Tmax,34.700001,-86.583336,1993-07-11
728122,1993,7,12,3856,94,Tmax,34.700001,-86.583336,1993-07-12
728123,1993,7,13,3856,91,Tmax,34.700001,-86.583336,1993-07-13
728124,1993,7,14,3856,92,Tmax,34.700001,-86.583336,1993-07-14
728125,1993,7,15,3856,93,Tmax,34.700001,-86.583336,1993-07-15
728126,1993,7,16,3856,95,Tmax,34.700001,-86.583336,1993-07-16
728127,1993,7,17,3856,93,Tmax,34.700001,-86.583336,1993-07-17
728128,1993,7,18,3856,97,Tmax,34.700001,-86.583336,1993-07-18
728129,1993,7,19,3856,98,Tmax,34.700001,-86.583336,1993-07-19
728130,1993,7,20,3856,97,Tmax,34.700001,-86.583336,1993-07-20
728131,1993,7,21,3856,98,Tmax,34.700001,-86.583336,1993-07-21
728132,1993,7,22,3856,99,Tmax,34.700001,-86.583336,1993-07-22
728133,1993,7,23,3856,98,Tmax,34.700001,-86.583336,1993-07-23
728134,1993,7,24,3856,99,Tmax,34.700001,-86.583336,1993-07-24
728135,1993,7,25,3856,99,Tmax,34.700001,-86.583336,1993-07-25
728136,1993,7,26,3856,102,Tmax,34.700001,-86.583336,1993-07-26
728137,1993,7,27,3856,104,Tmax,34.700001,-86.583336,1993-07-27
728138,1993,7,28,3856,100,Tmax,34.700001,-86.583336,1993-07-28
728139,1993,7,29,3856,98,Tmax,34.700001,-86.583336,1993-07-29
728140,1993,7,30,3856,92,Tmax,34.700001,-86.583336,1993-07-30
728141,1993,7,31,3856,95,Tmax,34.700001,-86.583336,1993-07-31
728111,1993,7,1,3859,84,Tmax,37.299999,-81.216667,1993-07-01
728112,1993,7,2,3859,80,Tmax,37.299999,-81.216667,1993-07-02
728113,1993,7,3,3859,83,Tmax,37.299999,-81.216667,1993-07-03
728114,1993,7,4,3859,86,Tmax,37.299999,-81.216667,1993-07-04
728115,1993,7,5,3859,90,Tmax,37.299999,-81.216667,1993-07-05
728116,1993,7,6,3859,89,Tmax,37.299999,-81.216667,1993-07-06
728117,1993,7,7,3859,89,Tmax,37.299999,-81.216667,1993-07-07
728118,1993,7,8,3859,90,Tmax,37.299999,-81.216667,1993-07-08
728119,1993,7,9,3859,92,Tmax,37.299999,-81.216667,1993-07-09
728120,1993,7,10,3859,88,Tmax,37.299999,-81.216667,1993-07-10
728121,1993,7,11,3859,87,Tmax,37.299999,-81.216667,1993-07-11
